context,subject,predicate,object,date,wiki
<http://www.wikidata.org/entity/Q100541859>,<http://www.wikidata.org/entity/statement/Q100541859-DEA16CD8-E8B5-4A0F-964D-6C1E75193C65>,<http://wikiba.se/ontology#rank>,<http://wikiba.se/ontology#NormalRank>,20220530,wikidata
<http://www.wikidata.org/entity/Q100541859>,<http://www.wikidata.org/entity/Q100541859>,<http://schema.org/description>,"""articol \u0219tiin\u021Bific""@ro",20220530,wikidata
<http://www.wikidata.org/entity/Q57075410>,<http://www.wikidata.org/entity/statement/Q57075410-7432A7D2-A0BE-477B-BC11-E0E1ECC9F0C6>,<http://www.w3.org/ns/prov#wasDerivedFrom>,<http://www.wikidata.org/reference/c7a13e671e1b8cf1682cee62929d69b0b5982e7c>,20220530,wikidata
<http://www.wikidata.org/entity/Q85692908>,<http://www.wikidata.org/entity/Q85692908>,<http://wikiba.se/ontology#statements>,"""4""^^<http://www.w3.org/2001/XMLSchema#integer>",20220530,wikidata
<http://www.wikidata.org/entity/Q57075410>,<http://www.wikidata.org/entity/statement/Q57075410-3588D9FC-E7C3-48B9-BA60-DF1322B34DE9>,<http://www.wikidata.org/prop/statement/P856>,<https://scholars.houstonmethodist.org/en/persons/f986fe2f-a1c8-43b5-9f67-c29b0a684ab7>,20220530,wikidata
<http://www.wikidata.org/entity/Q100732071>,<http://www.wikidata.org/entity/Q100732071>,<http://schema.org/description>,"""article scientifique""@fr",20220530,wikidata
<http://www.wikidata.org/entity/Q30347498>,<http://www.wikidata.org/entity/statement/Q30347498-B871EE57-D24A-4EEC-997E-85AC27CBE816>,<http://www.wikidata.org/prop/qualifier/P580>,"""1992-01-01T00:00:00Z""^^<http://www.w3.org/2001/XMLSchema#dateTime>",20220530,wikidata
<http://www.wikidata.org/entity/Q100541859>,<http://www.wikidata.org/entity/Q100541859>,<http://www.wikidata.org/prop/direct/P2093>,"""Raymond W Jang""",20220530,wikidata
<http://www.wikidata.org/entity/Q100413010>,<http://www.wikidata.org/entity/Q100413010>,<http://schema.org/description>,"""v\u011Bdeck\u00FD \u010Dl\u00E1nek""@cs",20220530,wikidata
<http://www.wikidata.org/entity/Q30347498>,<http://www.wikidata.org/entity/Q30347498>,<http://www.wikidata.org/prop/direct/P31>,<http://www.wikidata.org/entity/Q5>,20220530,wikidata
<http://www.wikidata.org/entity/Q100732071>,<http://www.wikidata.org/entity/statement/Q100732071-1FB15289-BB9A-46BE-BA28-BA1186A1A8CC>,<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>,<http://wikiba.se/ontology#BestRank>,20220530,wikidata
<http://www.wikidata.org/entity/Q57075410>,<http://www.wikidata.org/entity/Q57075410>,<http://schema.org/version>,"""1381749032""^^<http://www.w3.org/2001/XMLSchema#integer>",20220530,wikidata
<http://www.wikidata.org/entity/Q100732071>,<http://www.wikidata.org/entity/Q100732071>,<http://www.wikidata.org/prop/direct/P2093>,"""Kasuni Thawalama Gamage""",20220530,wikidata
<http://www.wikidata.org/entity/Q30347498>,<http://www.wikidata.org/entity/statement/Q30347498-92296DC6-0EFF-4084-9F6F-7055D22723D7>,<http://wikiba.se/ontology#rank>,<http://wikiba.se/ontology#NormalRank>,20220530,wikidata
<http://www.wikidata.org/entity/Q100541859>,<http://www.wikidata.org/entity/Q100541859>,<http://www.wikidata.org/prop/direct/P2093>,"""Jolie Ringash""",20220530,wikidata
<http://www.wikidata.org/entity/Q100732071>,<http://www.wikidata.org/entity/Q100732071>,<http://schema.org/description>,"""vedeck\u00FD \u010Dl\u00E1nok""@sk",20220530,wikidata
<http://www.wikidata.org/entity/Q100413010>,<http://www.wikidata.org/entity/statement/Q100413010-CC94DD4B-67F6-412A-BCF3-CF73B5525004>,<http://wikiba.se/ontology#rank>,<http://wikiba.se/ontology#NormalRank>,20220530,wikidata
<http://www.wikidata.org/entity/Q100413010>,<http://www.wikidata.org/entity/statement/Q100413010-6589402C-2F46-4C28-83DF-4305FB704C1C>,<http://www.wikidata.org/prop/statement/P2860>,<http://www.wikidata.org/entity/Q58525950>,20220530,wikidata
<http://www.wikidata.org/entity/Q57075410>,<http://www.wikidata.org/entity/Q57075410>,<http://www.w3.org/2000/01/rdf-schema#label>,"""Carly S Filgueira""@en",20220530,wikidata
<http://www.wikidata.org/entity/Q100732071>,<http://www.wikidata.org/entity/Q100732071>,<http://schema.org/description>,"""wetenschappelijk artikel""@nl",20220530,wikidata
<http://www.wikidata.org/entity/Q100541859>,<http://www.wikidata.org/entity/Q100541859>,<http://schema.org/description>,"""artyku\u0142 naukowy""@pl",20220530,wikidata
<http://www.wikidata.org/entity/Q100732071>,<http://www.wikidata.org/entity/statement/Q100732071-BD206C5E-0420-4EFA-92FE-6B3377066D65>,<http://wikiba.se/ontology#rank>,<http://wikiba.se/ontology#NormalRank>,20220530,wikidata
<http://www.wikidata.org/entity/Q57075410>,<http://www.wikidata.org/entity/Q57075410>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Carly Filgueira""@en",20220530,wikidata
<http://www.wikidata.org/entity/Q30347498>,<http://www.wikidata.org/entity/statement/Q30347498-B0F2CEBE-D978-4F31-95DF-4AF64A605C50>,<http://www.wikidata.org/prop/qualifier/P580>,"""1995-01-01T00:00:00Z""^^<http://www.w3.org/2001/XMLSchema#dateTime>",20220530,wikidata
<http://www.wikidata.org/entity/Q100413010>,<http://www.wikidata.org/entity/statement/Q100413010-9E06420C-980D-4FF2-9B94-6A75FA5C0079>,<http://wikiba.se/ontology#rank>,<http://wikiba.se/ontology#NormalRank>,20220530,wikidata
<http://www.wikidata.org/entity/Q100732071>,<http://www.wikidata.org/entity/Q100732071>,<http://www.w3.org/2000/01/rdf-schema#label>,"""Screening of Focused Compound Library Targeting Liver X Receptors in Pancreatic Cancer Identified Ligands with Inverse Agonist and Degrader Activity""@en",20220530,wikidata
<http://www.wikidata.org/entity/Q100413010>,<http://www.wikidata.org/entity/statement/Q100413010-4EB961CD-C21B-48DD-9B47-9EB93C8E07C3>,<http://www.w3.org/ns/prov#wasDerivedFrom>,<http://www.wikidata.org/reference/5c3bbf17dd3a64bb70a18147bbdfdbfe89c30156>,20220530,wikidata
<http://www.wikidata.org/entity/Q100541859>,<http://www.wikidata.org/entity/statement/Q100541859-006A1A08-F53D-4D32-B30B-57C9489153E8>,<http://www.wikidata.org/prop/statement/P2093>,"""Jennifer J Knox""",20220530,wikidata
<http://www.wikidata.org/entity/Q100541859>,<http://www.wikidata.org/entity/Q100541859>,<http://www.wikidata.org/prop/direct/P2093>,"""Osvaldo Espin-Garcia""",20220530,wikidata
<http://www.wikidata.org/entity/Q100732071>,<http://www.wikidata.org/entity/Q100732071>,<http://schema.org/description>,"""\u043D\u0430\u0443\u0447\u043D\u0430 \u0441\u0442\u0430\u0442\u0438\u044F""@bg",20220530,wikidata
<http://www.wikidata.org/entity/Q100541859>,<http://www.wikidata.org/entity/statement/Q100541859-373DC6D3-3909-4590-8730-A013DDDEF91D>,<http://www.w3.org/ns/prov#wasDerivedFrom>,<http://www.wikidata.org/reference/fbbdd86412041cab6ce293502269ce457f1f52a0>,20220530,wikidata
<http://www.wikidata.org/entity/Q57075410>,<http://www.wikidata.org/entity/statement/Q57075410-7432A7D2-A0BE-477B-BC11-E0E1ECC9F0C6>,<http://wikiba.se/ontology#rank>,<http://wikiba.se/ontology#NormalRank>,20220530,wikidata
<http://www.wikidata.org/entity/Q100541859>,<http://www.wikidata.org/entity/statement/Q100541859-382710A6-A456-4C20-8E1B-EC72929FAC75>,<http://www.w3.org/ns/prov#wasDerivedFrom>,<http://www.wikidata.org/reference/0723282bb80042897ca697416c050b4bf7fb5428>,20220530,wikidata
<http://www.wikidata.org/entity/Q100732071>,<http://www.wikidata.org/entity/statement/Q100732071-2EA7B225-6D71-4AD3-8160-38738E6AB839>,<http://www.w3.org/ns/prov#wasDerivedFrom>,<http://www.wikidata.org/reference/d2edd3e5cbd7b1b21286df87dce4bc4a049434a4>,20220530,wikidata
<http://www.wikidata.org/entity/Q100732071>,<http://www.wikidata.org/entity/statement/Q100732071-A912091E-48AC-4CE2-9070-8ADD7B7AFE77>,<http://www.w3.org/ns/prov#wasDerivedFrom>,<http://www.wikidata.org/reference/d2edd3e5cbd7b1b21286df87dce4bc4a049434a4>,20220530,wikidata
<http://www.wikidata.org/entity/Q57075410>,<http://www.wikidata.org/entity/statement/Q57075410-84E95925-F668-447B-97F2-1A13A86F3FB9>,<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>,<http://wikiba.se/ontology#BestRank>,20220530,wikidata
<http://www.wikidata.org/entity/Q100732071>,<http://www.wikidata.org/entity/Q100732071>,<http://schema.org/description>,"""art\u00EDculu cient\u00EDficu""@ast",20220530,wikidata
<http://www.wikidata.org/entity/Q85692908>,<http://www.wikidata.org/entity/statement/Q85692908-915FE566-E65A-44BD-8DA8-7C36DC1BAC33>,<http://www.w3.org/ns/prov#wasDerivedFrom>,<http://www.wikidata.org/reference/a2746ae794e8cc35ea2400b8e6c00ad202259dfd>,20220530,wikidata
<http://www.wikidata.org/entity/Q100413010>,<http://www.wikidata.org/entity/statement/Q100413010-A2357319-94DC-493C-BC99-50352E5FC933>,<http://www.wikidata.org/prop/statement/P31>,<http://www.wikidata.org/entity/Q13442814>,20220530,wikidata
<http://www.wikidata.org/entity/Q85692908>,<http://www.wikidata.org/entity/Q85692908>,<http://www.w3.org/2000/01/rdf-schema#label>,"""D M Jiang""@nl",20220530,wikidata
<http://www.wikidata.org/entity/Q100413010>,<http://www.wikidata.org/entity/Q100413010>,<http://schema.org/description>,"""2020\u5E74\u5B66\u672F\u6587\u7AE0""@zh-cn",20220530,wikidata
<http://www.wikidata.org/entity/Q57075410>,<http://www.wikidata.org/entity/statement/Q57075410-83209AF0-300A-4159-B7C6-BDD53D68783A>,<http://www.wikidata.org/prop/qualifier/P582>,"""2009-05-01T00:00:00Z""^^<http://www.w3.org/2001/XMLSchema#dateTime>",20220530,wikidata
<http://www.wikidata.org/entity/Q100413009>,<http://www.wikidata.org/entity/Q100413009>,<http://schema.org/description>,"""Forscher""@de",20220530,wikidata
<http://www.wikidata.org/entity/Q100413009>,<http://www.wikidata.org/entity/Q100413009>,<http://schema.org/description>,"""investigador""@es",20220530,wikidata
<http://www.wikidata.org/entity/Q100541859>,<http://www.wikidata.org/entity/Q100541859>,<http://www.wikidata.org/prop/direct/P304>,"""1-8""",20220530,wikidata
<http://www.wikidata.org/entity/Q100541859>,<http://www.wikidata.org/entity/Q100541859>,<http://www.wikidata.org/prop/P1433>,<http://www.wikidata.org/entity/statement/Q100541859-80F75AA8-3D1E-46CA-A78F-A20ADFEB04C2>,20220530,wikidata
<http://www.wikidata.org/entity/Q30347498>,<http://www.wikidata.org/entity/Q30347498>,<http://wikiba.se/ontology#identifiers>,"""2""^^<http://www.w3.org/2001/XMLSchema#integer>",20220530,wikidata
<http://www.wikidata.org/entity/Q100732071>,<http://www.wikidata.org/entity/Q100732071>,<http://wikiba.se/ontology#identifiers>,"""2""^^<http://www.w3.org/2001/XMLSchema#integer>",20220530,wikidata
<http://www.wikidata.org/entity/Q100541859>,<http://www.wikidata.org/entity/Q100541859>,<http://www.wikidata.org/prop/P2093>,<http://www.wikidata.org/entity/statement/Q100541859-7BC18874-3529-45B8-9CB2-C25E27D7ED58>,20220530,wikidata
<http://www.wikidata.org/entity/Q100541859>,<http://www.wikidata.org/entity/statement/Q100541859-8AC921F6-9727-462C-AEAB-040EE6A69E94>,<http://www.wikidata.org/prop/statement/P2093>,"""Elena Elimova""",20220530,wikidata
<http://www.wikidata.org/entity/Q100541859>,<http://www.wikidata.org/entity/Q100541859>,<http://www.wikidata.org/prop/direct/P356>,"""10.1159/000510446""",20220530,wikidata
<http://www.wikidata.org/entity/Q100732071>,<http://www.wikidata.org/entity/Q100732071>,<http://www.wikidata.org/prop/direct/P2093>,"""Husna Karaboga""",20220530,wikidata
<http://www.wikidata.org/entity/Q57075410>,<http://www.wikidata.org/entity/statement/Q57075410-5F473273-4324-4542-B4F3-B6755E00544F>,<http://wikiba.se/ontology#rank>,<http://wikiba.se/ontology#NormalRank>,20220530,wikidata
<http://www.wikidata.org/entity/Q100413009>,<http://www.wikidata.org/entity/statement/Q100413009-D57D904E-17DF-4ABA-B732-21727B4BAF6A>,<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>,<http://wikiba.se/ontology#BestRank>,20220530,wikidata
<http://www.wikidata.org/entity/Q100541859>,<http://www.wikidata.org/entity/Q100541859>,<http://schema.org/description>,"""article cient\u00EDfic""@ca",20220530,wikidata
<http://www.wikidata.org/entity/Q100541859>,<http://www.wikidata.org/entity/statement/Q100541859-A3D92386-DF88-4EBB-8AA1-C98F1E88B945>,<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>,<http://wikiba.se/ontology#BestRank>,20220530,wikidata
<http://www.wikidata.org/entity/Q57075410>,<http://www.wikidata.org/entity/Q57075410>,<http://wikiba.se/ontology#statements>,"""15""^^<http://www.w3.org/2001/XMLSchema#integer>",20220530,wikidata
<http://www.wikidata.org/entity/Q100541859>,<http://www.wikidata.org/entity/Q100541859>,<http://schema.org/description>,"""wetenschappelijk artikel""@nl",20220530,wikidata
<http://www.wikidata.org/entity/Q100732071>,<http://www.wikidata.org/entity/statement/Q100732071-F2E1F827-CB0B-4AAB-9C65-8C970ED5CECB>,<http://wikiba.se/ontology#rank>,<http://wikiba.se/ontology#NormalRank>,20220530,wikidata
<http://www.wikidata.org/entity/Q85692908>,<http://www.wikidata.org/entity/statement/Q85692908-915FE566-E65A-44BD-8DA8-7C36DC1BAC33>,<http://www.wikidata.org/prop/statement/P108>,<http://www.wikidata.org/entity/Q7244693>,20220530,wikidata
<http://www.wikidata.org/entity/Q100541859>,<http://www.wikidata.org/entity/Q100541859>,<http://schema.org/description>,"""article scientifique""@fr",20220530,wikidata
<http://www.wikidata.org/entity/Q100732071>,<http://www.wikidata.org/entity/Q100732071>,<http://schema.org/description>,"""b\u00E0i b\u00E1o khoa h\u1ECDc""@vi",20220530,wikidata
<http://www.wikidata.org/entity/Q100541859>,<http://www.wikidata.org/entity/Q100541859>,<http://www.wikidata.org/prop/P2093>,<http://www.wikidata.org/entity/statement/Q100541859-A3D92386-DF88-4EBB-8AA1-C98F1E88B945>,20220530,wikidata
<http://www.wikidata.org/entity/Q100541859>,<http://www.wikidata.org/entity/Q100541859>,<http://schema.org/description>,"""\u043D\u0430\u0443\u0447\u043D\u0438 \u0447\u043B\u0430\u043D\u0430\u043A""@sr",20220530,wikidata
<http://www.wikidata.org/entity/Q30347498>,<http://www.wikidata.org/entity/statement/Q30347498-CDEA3D58-FA07-4024-8C1F-149F160CDC8C>,<http://www.wikidata.org/prop/qualifier/value/P580>,<http://www.wikidata.org/value/849f00455434dc418fb4287a4f2b7638>,20220530,wikidata
<http://www.wikidata.org/entity/Q89848268>,<http://www.wikidata.org/entity/Q89848268>,<http://www.wikidata.org/prop/direct/P106>,<http://www.wikidata.org/entity/Q1650915>,20220530,wikidata
<http://www.wikidata.org/entity/Q100541859>,<http://www.wikidata.org/entity/Q100541859>,<http://schema.org/dateModified>,"""2022-05-20T18:50:12Z""^^<http://www.w3.org/2001/XMLSchema#dateTime>",20220530,wikidata
<http://www.wikidata.org/entity/Q30347498>,<http://www.wikidata.org/entity/statement/Q30347498-78176381-D4E4-44B6-99A5-A46EDB589211>,<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>,<http://wikiba.se/ontology#BestRank>,20220530,wikidata
<http://www.wikidata.org/entity/Q30347498>,<http://www.wikidata.org/entity/Q30347498>,<http://www.wikidata.org/prop/direct/P106>,<http://www.wikidata.org/entity/Q1650915>,20220530,wikidata
<http://www.wikidata.org/entity/Q30347498>,<http://www.wikidata.org/entity/Q30347498>,<http://www.w3.org/2000/01/rdf-schema#label>,"""Chin-Yo Lin""@ast",20220530,wikidata
<http://www.wikidata.org/entity/Q100732071>,<http://www.wikidata.org/entity/Q100732071>,<http://schema.org/description>,"""nau\u010Dni \u010Dlanak""@sr-el",20220530,wikidata
<http://www.wikidata.org/entity/Q89848268>,<http://www.wikidata.org/entity/Q89848268>,<http://schema.org/description>,"""researcher""@en",20220530,wikidata
<http://www.wikidata.org/entity/Q100413009>,<http://www.wikidata.org/entity/Q100413009>,<http://www.w3.org/2000/01/rdf-schema#label>,"""Lea Beiermann""@nl",20220530,wikidata
<http://www.wikidata.org/entity/Q100413010>,<http://www.wikidata.org/entity/Q100413010>,<http://schema.org/description>,"""artigo cient\u00EDfico""@pt",20220530,wikidata
<http://www.wikidata.org/entity/Q100541859>,<http://www.wikidata.org/entity/statement/Q100541859-45868E02-FC8D-4B45-99D2-CABBBFDB12BD>,<http://www.w3.org/ns/prov#wasDerivedFrom>,<http://www.wikidata.org/reference/fbbdd86412041cab6ce293502269ce457f1f52a0>,20220530,wikidata
<http://www.wikidata.org/entity/Q100413009>,<http://www.wikidata.org/entity/Q100413009>,<http://schema.org/description>,"""onderzoeker""@nl",20220530,wikidata
